lemma	tag
"lambat laun"	adjective
"lambung bebas"	verb
"lambung otot"	noun
"lambung sejati"	noun
"lambung timbul"	verb
"lampin budak"	noun
"lampu atret"	noun
"lampu baterai"	noun
"lampu buritan"	noun
"lampu busur"	noun
"lampu corong"	noun
"lampu dinding"	noun
"lampu duduk"	noun
"lampu fluoresen"	noun
"lampu gantung"	noun
"lampu gas"	noun
"lampu geladak"	noun
"lampu hijau"	noun
"lampu hijau"	noun
"lampu inframerah"	noun
"lampu isyarat"	noun
"lampu jangkar"	noun
"lampu kaki"	noun
"lampu karbon"	noun
"lampu kuarsa"	noun
"lampu kuning"	noun
"lampu kuning"	noun
"lampu kuning"	noun
"lampu labuh"	noun
"lampu lalu lintas"	noun
"lampu listrik"	noun
"lampu listrik perangkap"	noun
"lampu meja"	noun
"lampu merah"	noun
"lampu merah"	noun
"lampu merah"	noun
"lampu merkuri"	noun
"lampu Morse"	noun
"lampu mundur"	noun
"lampu navigasi"	noun
"lampu neon"	noun
"lampu osmium"	noun
"lampu pengaman"	noun
"lampu perangkap"	noun
"lampu petromaks"	noun
"lampu pijar"	noun
"lampu proyektor"	noun
"lampu ranjang"	noun
"lampu sein"	noun
"lampu sempor"	noun
"lampu semprong"	noun
"lampu senter"	noun
"lampu sorot"	noun
"lampu stormking"	noun
"lampu suar"	noun
"lampu sudut"	noun
"lampu tekan"	noun
"lampu tempel"	noun
"lampu teplok"	noun
"lampu tunda"	noun
"lampu tungsten"	noun
"lampu wolfram"	noun
"lamtoro cuningham"	noun
"lamtoro gung"	noun
"lancang kaki"	adjective
"lancang mulut"	adjective
"lancang tangan"	adjective
"lancang tangan"	adjective
"lancar kaji"	adjective
"lancar mulut"	adjective
"landai tekanan"	adjective
"landas benua"	noun
"landas bukit"	noun
"landas bukit"	noun
"landas data"	noun
"landas kontinen"	noun
"landas paya"	noun
"landasan gelinding"	noun
"landasan kata"	noun
"landasan luncur"	noun
"landasan pacu"	noun
"landung napas"	adjective
"landung padi"	adjective
"langau merah"	noun
"langir antiketombe"	noun
"langir kasai"	noun
"langir krim"	noun
"langit bersih"	noun
"langit tertutup"	noun
"langit-langit keras"	noun
"langit-langit lunak"	noun
"langkah baik"	noun
"langkah baru"	noun
"langkah buruk"	noun
"langkah hidup"	noun
"langkah kanan"	noun
"langkah kidal"	noun
"langkah kiri"	noun
"langkah lama"	noun
"langkah seribu"	noun
"langkah serong"	noun
"langkah sumbang"	noun
"langkah sumbang"	noun
"langkah tersentak"	noun
"lanjut akal"	adjective
"lanjut pikiran"	adjective
"lanjut umur"	adjective
"lanjut usia"	adjective
"lanskap alam"	noun
"lanskap kultur"	noun
"lantai bursa"	noun
"lantai dasar"	noun
"lantai jemur"	noun
"lantai pesisir"	noun
"lanturan cahaya"	noun
"laos jambek"	noun
"laos mekah"	noun
"lapak judi"	verb
"lapak memancing"	verb
"lapak pemulung"	verb
"lapang dada"	adjective
"lapang dada"	adjective
"lapang dada"	adjective
"lapangan basket"	noun
"lapangan beratap"	noun
"lapangan bola"	noun
"lapangan golf"	noun
"lapangan granat"	noun
"lapangan gravel"	noun
"lapangan kerja"	noun
"lapangan pacu"	noun
"lapangan tanah liat"	noun
"lapangan tembak"	noun
"lapangan tenis"	noun
"lapangan terbang"	noun
"lapangan terbang perintis"	noun
"lapangan tertutup"	noun
"lapangan udara"	noun
"lapangan voli"	noun
"lapis antara"	noun
"lapis legit"	noun
"lapis mutiara"	noun
"lapis penutup"	noun
"lapisan absisi"	noun
"lapisan akuifer"	noun
"lapisan atas"	noun
"lapisan bahang"	noun
"lapisan bawah"	noun
"lapisan dasar"	noun
"lapisan Henle"	noun
"lapisan Huxley"	noun
"lapisan isoterm"	noun
"lapisan kabur"	noun
"lapisan prismatik"	noun
"lapisan tipis"	noun
"lapor berangkat"	verb
"lapor keluar"	verb
"lapor masuk"	verb
"laporan administrasi"	noun
"laporan akhir tahun"	noun
"laporan berkala"	noun
"laporan cuaca"	noun
"laporan gawat"	noun
"laporan keuangan"	noun
"laporan khusus"	noun
"laporan penelitian"	noun
"laporan polisi"	noun
"laporan statistik"	noun
"laporan tahunan"	noun
"lara wirang"	adjective
"laras bahasa"	noun
"laras inti"	noun
"laras pancer"	noun
"larat hati"	verb
"lari beranting"	verb
"lari cepat"	verb
"lari dng rintangan"	verb
"lari gawang"	verb
"lari maraton"	verb
"lari nikah"	verb
"larian kuda"	noun
"larikan tanaman"	noun
"laru tempe"	noun
"larutan Fehling"	noun
"larutan hipertonik"	noun
"larutan hipotonik"	noun
"larutan ideal"	noun
"larutan isotonik"	noun
"larutan jenuh"	noun
"larutan kaya"	noun
"larutan kimia"	noun
"larutan koloid"	noun
"larutan Krebs-Ringer"	noun
"larutan majir"	noun
"larutan metastabil"	noun
"larutan Ringer"	noun
"larutan sempurna"	noun
"larva oligopod"	noun
"larva sidat"	noun
"las gas"	noun
"las ikat"	noun
"las isi"	noun
"las tangan"	noun
"latah mulut"	adjective
"latihan elokan"	noun
"latihan formal"	noun
"latihan gabungan"	noun
"latihan gerak"	noun
"latihan jabatan"	noun
"latihan keahlian"	noun
"latihan kejuruan"	noun
"latihan kondisi"	noun
"latihan lapangan"	noun
"latihan medan tanpa pasukan"	noun
"latihan meja pasir"	noun
"latihan paripurna"	noun
"latihan pemanggungan"	noun
"latihan peta"	noun
"latihan prajabatan"	noun
"latihan sensitivitas"	noun
"latihan silang"	noun
"latihan staf"	noun
"latihan taktis"	noun
"latihan tanding"	noun
"latihan tempur"	noun
"latihan tubi"	noun
"laun-laun hari"	adverb
"lawang pintasan"	noun
"lawang seketeng"	noun
"lawar putih"	noun
"lawar putih"	noun
"lawina dasar"	noun
"lawina serbuk"	noun
"layak huni"	adjective
"layak kutip"	adjective
"layak saji"	adjective
"layanan ala Amerika"	noun
"layanan informasi"	noun
"layanan jasa boga"	noun
"layanan wisata"	noun
"layang gantung"	noun
"layar agung"	noun
"layar apit"	noun
"layar baca"	noun
"layar baksi"	noun
"layar batang"	noun
"layar bubutan"	noun
"layar bulu ayam"	noun
"layar cucur"	noun
"layar dastur"	noun
"layar depan"	noun
"layar gap"	noun
"layar gelas"	noun
"layar guli"	noun
"layar gusi"	noun
"layar haluan"	noun
"layar jib"	noun
"layar kaca"	noun
"layar lebar"	noun
"layar lebar"	noun
"layar padan"	noun
"layar pengapuh"	noun
"layar penyorong"	noun
"layar perak"	noun
"layar pinggir"	noun
"layar pucuk jala"	noun
"layar putih"	noun
"layar sabang"	noun
"layar sebeng"	noun
"layar tancap"	noun
"layar tanjak"	noun
"layar tanjung"	noun
"layar temberang"	noun
"layar terbang"	noun
"layar topang"	noun
"layar utama"	noun
"layu bunga"	adjective
"layuh jantung"	adjective
"lebah bergantung"	noun
"lebah bergantung"	noun
"lebah bergantung"	noun
"lebah lilin"	noun
"lebah madu"	noun
"lebai malang"	noun
"lebai penghulu"	noun
"lebang pinggang"	adjective
"lebar bersih"	adjective
"lebar dada"	adjective
"lebar gelombang"	adjective
"lebar maksimum"	adjective
"lebar mulut"	adjective
"lebar perut"	adjective
"lebar telinga"	adjective
"lebar telinga"	adjective
"Lebaran Besar"	noun
"Lebaran Haji"	noun
"lebih dahulu"	adjective
"lebih dahulu"	adjective
"lebih jauh"	adjective
"lebih kurang"	adjective
"lebih lagi"	adjective
"lebur sel"	adjective
"lebur tunggal"	adjective
"lecut cambuk"	noun
"lega dada"	adjective
"legenda hidup"	noun
"legong keraton"	noun
"leher akar"	noun
"leher angsa"	noun
"leher angsa"	noun
"leher baju"	noun
"leher botol"	noun
"leher botol"	noun
"leher kendi"	noun
"leher lembut"	noun
"leher panjang"	noun
"leher rahim"	noun
"lekat-lekat air"	verb
"lekat-lekat udara"	verb
"lektor Kepala"	noun
"lektor Kepala Madya"	noun
"lektor Madya"	noun
"lektor Muda"	noun
"lekuk liku"	adjective
"lekuk liku"	adjective
"lekuk lutut"	adjective
"lekuk mata"	adjective
"lela rambang"	verb
"lelah jerih"	adjective
"lelah payah"	adjective
"lele dumbo"	noun
"lele getar"	noun
"lele laut"	noun
"lem dingin"	noun
"lem ikan"	noun
"lem kental"	noun
"lem panas"	noun
"lem tulang"	noun
"lem vinil"	noun
"lemah gemalai"	adjective
"lemah gemulai"	adjective
"lemah hati"	adjective
"lemah hati"	adjective
"lemah iman"	adjective
"lemah langlai"	adjective
"lemah lembut"	adjective
"lemah lunglai"	adjective
"lemah mental"	adjective
"lemah otak"	adjective
"lemah persendian"	adjective
"lemah pikiran"	adjective
"lemah roman"	adjective
"lemah saraf"	adjective
"lemah saraf"	adjective
"lemah semangat"	adjective
"lemah semangat"	adjective
"lemah syahwat"	adjective
"lemah tulang"	adjective
"lemah urat"	adjective
"lemah zakar"	adjective
"lemak hewani"	noun
"lemak kulit"	noun
"lemak nabati"	noun
"lemak punggung"	noun
"lemak susu"	noun
"lemak telo"	noun
"lemak tubuh"	noun
"lemak tulang"	noun
"lemak wol"	noun
"lemari besi"	noun
"lemari buku"	noun
"lemari es"	noun
"lemari makan"	noun
"lemari pakaian"	noun
"lemari pendingin"	noun
"lemari pendingin daging"	noun
"lembaga Administrasi Negara"	noun
"lembaga bisul"	noun
"lembaga daerah"	noun
"lembaga daun"	noun
"lembaga internasional"	noun
"lembaga jasa"	noun
"lembaga keagamaan"	noun
"lembaga keuangan"	noun
"lembaga konsumen"	noun
"lembaga manusia"	noun
"lembaga pemasyarakatan"	noun
"lembaga Pembiayaan Pembangunan"	noun
"lembaga pemerintah"	noun
"lembaga Pemilihan Umum"	noun
"lembaga Pertahanan Nasional"	noun
"lembaga swadaya masyarakat"	noun
"lembaga Virologi"	noun
"lembah hitam"	noun
"lembah nista"	noun
"lembang tropis"	adjective
"lembar fakta"	noun
"lembar jawaban"	noun
"lembar kegiatan siswa"	noun
"lembar uji"	noun
"lembaran berita"	noun
"lembaran berkala"	noun
"lembaran buruh"	noun
"lembaran hitam"	noun
"lembaran kerja"	noun
"lembaran mahasiswa"	noun
"lembaran negara"	noun
"lembaran pagi"	noun
"lembek (lesa) tulang"	adjective
"lembek otak"	adjective
"lembek tulang"	adjective
"lembu dogol"	noun
"lembu dongkol"	noun
"lembu kasi"	noun
"lembu laut"	noun
"lembu perahan"	noun
"lembu Suana"	noun
"lembut hati"	adjective
"lembut lidah"	adjective
"lembut tulang"	adjective
"lemon sekuas"	noun
"lempar cakram"	verb
"lempar lembing"	verb
"lempar martil"	verb
"lempar peluru"	verb
"lempar tangan"	verb
"lempeng hati"	adjective
"lempeng hati"	adjective
"lempeng hati"	adjective
"lempung asam"	adjective
"lempung debuan"	adjective
"lempung merah"	adjective
"lempung pasiran"	adjective
"lempung tahan api"	adjective
"lempuyang badak"	noun
"lempuyang emprit"	noun
"lempuyang gajah"	noun
"lempuyang kebo"	noun
"lempuyang pahit"	noun
"lempuyang wangi"	noun
"lena ayam"	adjective
"lena ayam"	adjective
"lencang depan"	adjective
"lencang kanan"	adjective
"lendir luar sel"	noun
"lengan atas"	noun
"lengan baju"	noun
"lengan bawah"	noun
"lengan jangkar"	noun
"lengan kait"	noun
"lengan kopel"	noun
"lengan neraca"	noun
"lengas bawaan"	adjective
"lengas bebas"	adjective
"lengas total"	adjective
"lengas udara"	adjective
"lengkap genap"	adjective
"lengkap sempurna"	adjective
"lengkuas merah"	noun
"lengkuas putih"	noun
"lengkung buka"	adjective
"lengkung insang"	adjective
"lengkung lembah"	adjective
"lengkung prosenium"	adjective
"lengkung segi banyak"	adjective
"lengkung susutan"	adjective
"lengkung tutup"	adjective
"lenguh lesu"	verb
"lenteng laut"	noun
"lentok kulai"	adjective
"lentur rangkap"	noun
"lenyap daratan"	adjective
"lepas angin"	adjective
"lepas ayam"	adjective
"lepas ayam"	adjective
"lepas bebas"	adjective
"lepas buku"	adjective
"lepas burung"	adjective
"lepas cakap"	adjective
"lepas kendali"	adjective
"lepas kira-kira"	adjective
"lepas landas"	adjective
"lepas malu"	adjective
"lepas pantai"	adjective
"lepas tangan"	adjective
"lepas tangan"	adjective
"lepas tangan"	adjective
"lepas tangan"	adjective
"lepas unggas"	adjective
"lereng benua"	noun
"lereng geseran"	noun
"lereng kritis"	noun
"lereng kritis"	noun
"lereng stabil"	noun
"lesa lenyai"	adjective
"lesa lenyai"	adjective
"lesa lesu"	adjective
"lesa lesu"	adjective
"lesa tulang"	adjective
"lesa tulang"	adjective
"lesa tulang"	adjective
"lesa tulang"	adjective
"lesu darah"	adjective
"lesung kincir"	noun
"lesung pinang"	noun
"lesung pipit"	noun
"letak sungsang"	noun
"letak sungsang"	noun
"letih lesu"	adjective
"letih letah"	adjective
"letnan dua"	noun
"letnan jenderal"	noun
"letnan kolonel"	noun
"letnan satu"	noun
"letupan lateral"	noun
"letupan nasal"	noun
"letusan api awal"	noun
"leukosit muda"	noun
"lewat gerus"	verb
"lewat jenuh"	verb
"lewat jenuh"	verb
"lewat jenuh"	verb
"lewat lembayung"	verb
"lewat posisi"	verb
"lewat waktu"	verb
"liang hidung"	noun
"liang jarum"	noun
"liang jimak"	noun
"liang kubur"	noun
"liang kumbang"	noun
"liang kumbang"	noun
"liang lahad"	noun
"liang mata"	noun
"liang renik"	noun
"liang roma"	noun
"liang sanggama"	noun
"liang semut"	noun
"libur pajak"	verb
"licin belut"	adjective
"licin lecat"	adjective
"licin licau"	adjective
"licin lindap"	adjective
"licin melecat"	adjective
"licin tandas"	adjective
"lidah air"	noun
"lidah anjing"	noun
"lidah api"	noun
"lidah ayam"	noun
"lidah ayam"	noun
"lidah badak"	noun
"lidah bajak"	noun
"lidah bajang"	noun
"lidah bercabang"	noun
"lidah biawak"	noun
"lidah buaya"	noun
"lidah dacin"	noun
"lidah daun"	noun
"lidah gajah"	noun
"lidah jin"	noun
"lidah kaku"	noun
"lidah katak"	noun
"lidah keling"	noun
"lidah keras"	noun
"lidah kerbau"	noun
"lidah kering"	noun
"lidah kucing"	noun
"lidah kucing"	noun
"lidah lembu"	noun
"lidah lembut"	noun
"lidah mara"	noun
"lidah mertua"	noun
"lidah ombak"	noun
"lidah panas"	noun
"lidah papan"	noun
"lidah patah"	noun
"lidah rakyat"	noun
"lidah serunai"	noun
"lidah tergalang"	noun
"lidah terganjal"	noun
"lidah terkalang"	noun
"liga sepak bola"	noun
"likuiditas bank"	noun
"lili paris"	noun
"lilin baku"	noun
"lilin batik"	noun
"lilin cina"	noun
"lilin lebah"	noun
"lilin parafin"	noun
"lilin paskah"	noun
"lilin sambang"	noun
"lilin stearin"	noun
"lilin tanah"	noun
"lima waktu"	numeric
"limau besar"	noun
"limau betawi"	noun
"limau cina"	noun
"limau hantu"	noun
"limau kapas"	noun
"limau kesturi"	noun
"limau kiah"	noun
"limau kursi"	noun
"limau langir"	noun
"limau manis"	noun
"limau nipis"	noun
"limau purut"	noun
"limau sundai"	noun
"limbah bangunan dan bongkaran"	noun
"limbah cair"	noun
"limbah halaman"	noun
"limbah industri"	noun
"limbah padat"	noun
"limbah rumah tangga"	noun
"limbang tengah hari"	noun
"limbung kapal"	noun
"limpa kecil"	noun
"limpah mewah"	verb
"limpah ruah"	verb
"limpasan air tanah"	noun
"limpasan bawah permukaan"	noun
"limpasan dasar"	noun
"limpasan langsung"	noun
"limpasan muka tanah"	noun
"limpasan permukaan"	noun
"lincir lidah"	adjective
"lincir mulut"	adjective
"lindang landai"	adjective
"lindang tandas"	adjective
"lingga alam"	noun
"lingga api"	noun
"lingga prasasti"	noun
"linggis dayung"	verb
"lingkar besar"	noun
"lingkaran sepusat"	noun
"lingkaran setan"	noun
"lingkungan alam"	noun
"lingkungan hidup"	noun
"lingkungan hidup"	noun
"lingkungan kebudayaan"	noun
"lingkungan mati"	noun
"lingkungan sosial"	noun
"linguistik deskriptif"	noun
"linguistik deskriptif"	noun
"linguistik diakronis"	noun
"linguistik historis"	noun
"linguistik historis-komparatif"	noun
"linguistik komparatif"	noun
"linguistik komputasi"	noun
"linguistik terapan"	noun
"lintah darat"	noun
"lintah perca"	noun
"lintang bujur"	noun
"lintang ekliptika"	noun
"lintang galaktik"	noun
"lintang kedak"	noun
"lintang kemukus"	noun
"lintang kuda"	noun
"lintang pukang"	noun
"lintang pukang"	noun
"lintang selatan"	noun
"lintang utara"	noun
"lintas akal"	noun
"lintas alam"	noun
"lintas budaya"	noun
"lintas komputer"	noun
"lintas pintas"	noun
"lintas selatan"	noun
"lintas udara"	noun
"lintas udara"	noun
"lintasan balistik"	noun
"lintasan hidup individu"	noun
"lipan bara"	noun
"lipas air"	noun
"lipas kudung"	noun
"lipat kajang"	verb
"lipat kajang"	verb
"lipat lutut"	verb
"lipat paha"	verb
"lipat pandan"	verb
"liputan awan"	noun
"lira agung"	noun
"lirik dramatik"	noun
"lisensi ekspor"	noun
"lisensi paksaan"	noun
"lisensi suka rela"	noun
"listrik udara"	noun
"litoral danau"	noun
"liuk lampai"	noun
"lobi utama"	noun
"logam adi"	noun
"logam berat"	noun
"logam campur"	noun
"logam induk"	noun
"logam mulia"	noun
"logika bernilai majemuk"	noun
"logika deduktif"	noun
"logika formal"	noun
"logika induktif"	noun
"logika matematik"	noun
"logika simbolik"	noun
"loh mahfuz"	noun
"lokasi hunian"	noun
"lokomotif listrik"	noun
"lokus gen"	noun
"lolos sensor"	verb
"lompat galah"	verb
"lompat jangkit"	verb
"lompat jauh"	verb
"lompat jauh"	verb
"lompat kangkang"	verb
"lompat katak"	verb
"lompat kijang"	verb
"lompat kinja"	verb
"lompat sehari"	verb
"lompat tiga"	verb
"lompat tinggi"	verb
"lompong sagu"	verb
"loncat galah"	noun
"loncat indah"	noun
"loncat jauh"	noun
"loncat tinggi"	noun
"loncatan ke dalam"	noun
"lorong belalai"	noun
"lorong giring"	noun
"lorong samping"	noun
"losong kosong"	adjective
"loyar buruk"	adjective
"loyar keledek"	adjective
"luar batas"	noun
"luar bicara"	noun
"luar dalam"	noun
"luar dalam"	noun
"luar dugaan"	noun
"luar kepala"	noun
"luar negeri"	noun
"luar nikah"	noun
"luar ruang"	noun
"luar siar"	noun
"luban jawi"	noun
"lubang angin"	noun
"lubang anjungan"	noun
"lubang hidung"	noun
"lubang jarum"	noun
"lubang kancing"	noun
"lubang kemaluan"	noun
"lubang kepundan"	noun
"lubang kulit"	noun
"lubang kunci"	noun
"lubang kuping"	noun
"lubang langgak"	noun
"lubang lengan"	noun
"lubang muat sisi"	noun
"lubang palkah"	noun
"lubang pantat"	noun
"lubang spion"	noun
"lubang telinga"	noun
"lubuk hati"	noun
"lubuk hati"	noun
"lubuk jiwa"	noun
"ludah sirih"	noun
"luka bakar"	noun
"luka baring"	noun
"luka hati"	noun
"luka parah"	noun
"lulai paya"	noun
"luluhan lumpur"	noun
"lumai hutan"	noun
"lumbu jawa"	noun
"lumbung desa"	noun
"lumbung pangan"	noun
"lumpuh kiting"	adjective
"lumpuh marek"	adjective
"lumpur ketam"	noun
"lumut ekor kuning"	noun
"lumut hati"	noun
"lumut karang"	noun
"lumut laut"	noun
"lunak hati"	adjective
"lunak mulut"	adjective
"lunas dada"	noun
"lunau awal"	noun
"lupa daratan"	verb
"lupa diri"	verb
"lupa-lupa ingat"	adjective
"lupa-lupa ingat"	adjective
"lupung jantan"	noun
"lurah hidung"	noun
"luruh bulu"	verb
"luruh bulu paksa"	verb
"luruh runtuh"	verb
"lurus akal"	adjective
"lurus tabung"	adjective
"luti lenyai"	adjective
"mabuk andan"	adjective
"mabuk asmara"	adjective
"mabuk berahi"	adjective
"mabuk bunga raya"	adjective
"mabuk bunga selasih"	adjective
"mabuk bunga selasih"	adjective
"mabuk cendawan"	adjective
"mabuk cinta"	adjective
"mabuk darah"	adjective
"mabuk darah"	adjective
"mabuk darah"	adjective
"mabuk darah"	adjective
"mabuk darat"	adjective
"mabuk duit"	adjective
"mabuk empat tiang"	adjective
"mabuk gadung"	adjective
"mabuk gadung"	adjective
"mabuk gunung"	adjective
"mabuk kecubung"	adjective
"mabuk kecubung"	adjective
"mabuk kepayang"	adjective
"mabuk kepayang"	adjective
"mabuk kepayang"	adjective
"mabuk laut"	adjective
"mabuk ombak"	adjective
"mabuk udara"	adjective
"macam apa"	noun
"macam apa"	noun
"macam mana"	noun
"macam ragam"	noun
"macan kertas"	noun
"macan kumbang"	noun
"macan loreng"	noun
"macan ompong"	noun
"macan tutul"	noun
"madrasah aliah"	noun
"madrasah ibtidaiah"	noun
"madrasah sanawiah"	noun
"mafia peradilan"	noun
"mafia peradilan"	noun
"magi hitam"	noun
"magi putih"	noun
"magun angin"	noun
"mahal bicara"	adjective
"mahal senyum"	adjective
"mahang api"	noun
"mahang damar"	noun
"mahar misil"	noun
"mahar musama"	noun
"mahkamah Agung"	noun
"mahkamah Agung Internasional"	noun
"mahkamah dunia"	noun
"mahkamah Internasional Tetap"	noun
"mahkamah Islam Tinggi"	noun
"mahkamah Militer"	noun
"mahkamah Militer Luar Biasa"	noun
"mahkamah Militer Tinggi"	noun
"mahkamah Syariah"	noun
"mahkamah Syariah Provinsi"	noun
"mahkota alam"	noun
"mahkota daun"	noun
"mahkota daun"	noun
"mahkota gigi"	noun
"mahkota hati"	noun
"mahkota jiwa"	noun
"mahkota negeri"	noun
"mahkota tambahan"	noun
"mahkota zakar"	noun
"main -- panjang"	noun
"main -- panjang sanggamara"	noun
"main -- panjang unjam"	noun
"main angin"	verb
"main bandar"	verb
"main gayung"	verb
"main gila"	verb
"main hakim sendiri"	verb
"main judi"	verb
"main kartu"	verb
"main kayu"	verb
"main kayu"	verb
"main kayu"	verb
"main lerap"	verb
"main mata"	verb
"main mata"	verb
"main mata"	verb
"main muda"	verb
"main perempuan"	verb
"main po"	noun
"main porok"	verb
"main rebutan"	verb
"main sabun"	verb
"main sabun"	verb
"main sabun"	verb
"main satu babak"	verb
"main sembunyi"	verb
"main serobot"	verb
"main serong"	verb
"main sikut-sikutan"	verb
"main sikut-sikutan"	verb
"main tangan"	verb
"main tebeng"	verb
"main tedeng aling-aling"	verb
"main tembung"	verb
"main tempel"	verb
"main top"	verb
"main tubruk"	verb
"main tutul"	verb
"main undi"	verb
"majalah anak-anak"	noun
"majalah bergambar"	noun
"majalah berita"	noun
"majalah budaya"	noun
"majalah dinding"	noun
"majalah hiburan"	noun
"majalah ilmiah"	noun
"majalah keagamaan"	noun
"majalah keluarga"	noun
"majalah khas"	noun
"majalah mode"	noun
"majalah perusahaan"	noun
"majalah porno"	noun
"majalah remaja"	noun
"majalah sari tulisan"	noun
"majalah sastra"	noun
"majalah tempel"	noun
"majalah tinjauan"	noun
"majalah wanita"	noun
"majelis Perubahan Undang-Undang Dasar"	noun
"majelis rendah"	noun
"majelis syura"	noun
"majelis taklim"	noun
"majelis taklim"	noun
"majelis taklim"	noun
"majelis tinggi"	noun
"majelis Ulama Indonesia"	noun
"majelis undangan"	noun
"majun pakal"	noun
"makam Ibrahim"	verb
"makan ampun"	verb
"makan angin"	verb
"makan angin"	verb
"makan arwah"	verb
"makan asam garam"	verb
"makan ayapan"	verb
"makan bawang"	verb
"makan bebas"	verb
"makan benak"	verb
"makan berpantang"	verb
"makan berulam"	verb
"makan besar"	verb
"makan biaya"	verb
"makan darah"	verb
"makan darah"	verb
"makan dati"	verb
"makan dawai"	verb
"makan dedak"	verb
"makan diri"	verb
"makan duit"	verb
"makan emas"	verb
"makan gaji"	verb
"makan hak"	verb
"makan jangat"	verb
"makan kawan sendiri"	verb
"makan kawat"	verb
"makan kerawat"	verb
"makan keringat orang"	verb
"makan kuli"	verb
"makan kuli"	verb
"makan malam"	verb
"makan ongkos"	verb
"makan pagi"	verb
"makan pena"	verb
"makan riba"	verb
"makan sekolah"	verb
"makan sepinggan"	verb
"makan siang"	verb
"makan sogok"	verb
"makan suap"	verb
"makan sumpah"	verb
"makan sumpah"	verb
"makan tali"	verb
"makan tanah"	verb
"makan tanah"	verb
"makan tangan"	verb
"makan tangan"	verb
"makan tidur"	verb
"makan tulang"	verb
"makan uang"	verb
"makan uang"	verb
"makan upah"	verb
"makan waktu"	verb
"makanan alami"	noun
"makanan anak ayam"	noun
"makanan babi"	noun
"makanan beku"	noun
"makanan berserat"	noun
"makanan buatan"	noun
"makanan cepat saji"	noun
"makanan cepat siap"	noun
"makanan dimurnikan sebagian"	noun
"makanan empuk"	noun
"makanan hijau"	noun
"makanan kaleng"	noun
"makanan kecil"	noun
"makanan laut"	noun
"makanan mengapung"	noun
"makanan peluru"	noun
"makanan praktis"	noun
"makanan ringan"	noun
"makanan serba guna"	noun
"makanan siap saji"	noun
"makanan tambahan"	noun
"makanan tunagiri"	noun
"makdan emas"	noun
"makelar devisa"	noun
"makelar ekspor"	noun
"makelar impor"	noun
"makelar luar"	noun
"makhluk dini"	noun
"makhluk halus"	noun
"makhluk ijtimaiah"	noun
"makhluk rohaniah"	noun
"makhluk sosial"	noun
"makhluk syahsiah"	noun
"maklumat pemerintah"	noun
"maklumat presiden"	noun
"makmum masbuk"	noun
"makna afektif"	noun
"makna denotasi"	noun
"makna denotatif"	noun
"makna ekstensi"	noun
"makna emotif"	noun
"makna gramatikal"	noun
"makna intensi"	noun
"makna khusus"	noun
"makna kognitif"	noun
"makna konotasi"	noun
"makna konotatif"	noun
"makna kontekstual"	noun
"makna leksikal"	noun
"makna lokusi"	noun
"makna pusat"	noun
"makna referensial"	noun
"makna sempit"	noun
"makna suratan"	noun
"makna tak berciri"	noun
"makna tautan"	noun
"makna umum"	noun
"malaikat Atid"	noun
"malaikat Israfil"	noun
"malaikat Izrail"	noun
"malaikat Jibril"	noun
"malaikat Malik"	noun
"malaikat Mikail"	noun
"malaikat Munkar dan Nakir"	noun
"malaikat Pelindung"	noun
"malaikat Rakib"	noun
"malaikat Ridwan"	noun
"malam amal"	noun
"malam buta"	noun
"malam dansa"	noun
"malam gembira"	noun
"malam inai"	noun
"malam kesenian"	noun
"malam Minggu"	noun
"malam muda-mudi"	noun
"malam panjang"	noun
"malam panjang"	noun
"malam syukuran"	noun
"malang kerik"	adjective
"malang melintang"	adjective
"malang melintang"	adjective
"malang mujur"	adjective
"mali-mali hantu"	noun
"mali-mali pucuk merah"	noun
"malim angin"	noun
"malim kapal"	noun
"maling curi"	noun
"maling curi samun sakal"	noun
"maling dapat"	noun
"malu besar"	adjective
"malu mata"	adjective
"malu-malu bahasa"	adjective
"malu-malu kucing"	adjective
"mamak kepala"	noun
"mamak ninik"	noun
"mamak rumah"	noun
"mambang kuning"	noun
"mambang petang"	noun
"mambang sore"	noun
"manajemen atas"	noun
"manajemen bahan"	noun
"manajemen informasi"	noun
"manajemen kelas"	noun
"manajemen kesehatan"	noun
"manajemen konsultatif"	noun
"manajemen krisis"	noun
"manajemen lini"	noun
"manajemen nasional"	noun
"manajemen otoriter"	noun
"manajemen pemasaran"	noun
"manajemen personalia"	noun
"manajemen produksi"	noun
"manajemen proyek"	noun
"manajemen risiko"	noun
"manajer depan"	noun
"manajer kredit"	noun
"manajer lini"	noun
"manajer pelatihan"	noun
"manajer pembantu"	noun
"manajer pentas"	noun
"manajer periklanan"	noun
"manajer produk"	noun
"manajer profesional"	noun
"manajer proyek"	noun
"manajer rekreasi"	noun
"manajer umum"	noun
"manasik haji"	noun
"manasik haji"	noun
"mandala wisata"	noun
"mandala yuda"	noun
"mandar Sulawesi"	noun
"mandi angin"	verb
"mandi bakal"	verb
"mandi balai"	verb
"mandi basuh lantai"	verb
"mandi berhias"	verb
"mandi besar"	verb
"mandi bunting"	verb
"mandi damai"	verb
"mandi darah"	verb
"mandi darah"	verb
"mandi dus"	verb
"mandi embun"	verb
"mandi gubah"	verb
"mandi hadas"	verb
"mandi haid"	verb
"mandi hail"	verb
"mandi janabat"	verb
"mandi junub"	verb
"mandi kerbau"	verb
"mandi kubat"	verb
"mandi kungkum"	verb
"mandi lenggang perut"	verb
